ID,Source,Title,Content,Timestamp,Ours,Voicelab,Clarin,Textclass,Ner
60,31712,forummedyczne.edu.pl,GIF nakazał zaprzestania reklamy telewizyjnej żelu Voltaren,"Główny Inspektor Farmaceutyczny w czwartek (8 września) nakazał zaprzestania reklamy telewizyjnej leku Voltaren Max. Zdaniem GIF spot zawiera niezgodny z prawem przekaz, że tabletki nie są skuteczne w leczeniu bólu zwyrodnieniowego, skuteczny zaś jest reklamowany żel. W reklamie telewizyjnej dwoje bohaterów rozmawiało, że tabletki na zwyrodnienia, które przyjmuje jeden z nich, ""najpierw trafiają do żołądka"". Jedna z bohaterek mówiła, że żel Voltaren Max trafia ""tam, gdzie jest źródło bólu i jako jedyny żel działa aż do 12 godzin"". ""Niech się pan przekona"" - zachęcała. W ten sposób - w ocenie GIF - odbiorca reklamy był zachęcany do zamiany leku w tabletkach na konkretny produkt, żel Voltaren Max, który miał działać dłużej i skuteczniej niż inne leki. Zdaniem GIF istniało ryzyko, że odbiorca spotu może odstawić dotychczas przyjmowane i zalecone przez lekarza tabletki i zacząć stosować reklamowany żel. Tymczasem zgodnie z Prawem farmaceutycznym reklama leku nie może zapewniać, że jego przyjmowanie gwarantuje właściwy skutek, nie towarzyszą mu żadne działania niepożądane lub że skutek jest lepszy lub taki sam, jak w przypadku leczenia innym produktem. Pełnomocnik firmy GlaxoSmithkline Consumer Healthcare nie zgodził się z zarzutami GIF. Przekonywał m.in. że reklama nie zawiera żadnych elementów, które kwestionowałyby skuteczność działania tabletek w porównaniu do żelu. Twierdził, że dialog prowadzony przez bohaterów reklamy dotyczy ogólnej wiedzy pacjenta o substancjach leczniczych, bez wartościowania sposobu podania leku. Firma przekonywała też, że reklama nie proponuje pacjentom zamiany leku w formie tabletki na żel. Taka propozycja - zdaniem pełnomocnika - nie pada ani wprost, ani w sposób zdezawuowany, np. poprzez wręczenie bohaterowi opakowania żelu i odsunięcie tabletek. Jednocześnie firma wnosiła o umorzenie postępowania twierdząc, że emisji reklamy zaprzestano. GIF jednak powziął informację, że reklama żelu - choć zmieniona - nadal jest nadawana. Zdaniem GIF przekaz kierowany do odbiorcy spotu pozostał taki sam i modyfikacja nie wpłynęła ocenę zgodności przekazu z przepisami. Ostatecznie po dalszej wymianie pism między GIF a GlaxoSmithkline Consumer Healthcare, Inspektor uznał, że reklama narusza przepisy Prawa farmaceutycznego.",09-09-2016,"zdaniem gif spot
reklamowany żel
tabletki
reklama
reklamie telewizyjnej","GIF
żel Voltaren Max
reklama telewizyjna
zwyrodnienie","reklama telewizyjna
GIF
żel Voltaren Max",,"GIF
Voltaren Max
GlaxoSmithkline Consumer Healthcare
Główny Inspektor Farmaceutyczny
Prawo farmaceutyczne"
939,31720,forummedyczne.edu.pl,"Choroby tarczycy, a ciąża","Wciąż w wielu środowiskach obowiązuje mit, że ciąża leczy wiele problemów hormonalnych. Tymczasem wiadomo, że wręcz przeciwnie: może sprzyjać ujawnieniu się chorób dotychczas przebiegających łagodnie, bądź bezobjawowo. Dotyczy to szczególnie zaburzeń pracy tarczycy. Ciąża nie jest chorobą, jednak na pewno stanowi spore wyzwanie dla organizmu kobiety. Sama nie powoduje konkretnych schorzeń, jednak wywołane przez nią obciążenie dla niemal wszystkich narządów może doprowadzić do pojawienia się przedwczesnych nieprawidłowości w organie słabszym. Niektórym problemom można zapobiegać, gdyż są związane z trybem życia, jednak wiele jest uwarunkowanych genetycznie. Jeśli przed zajściem w ciążę byłaś leczona hormonalnie, pod nadzorem endokrynologa, bardzo prawdopodobne, że jego pomoc będzie potrzebna w ciąży i długo po porodzie. Warto wiedzieć, że nawet u kobiet zdrowych w czasie oczekiwania na dziecko i wcześniej, niejednokrotnie w pierwszym roku macierzyństwa ujawnia się problem z tarczycą, zwłaszcza nadczynność. Nie ma cudów W ciąży z pewnością nie ustąpią choroby tarczycy, nie minie też cukrzyca. Przebieg i rodzaj problemów będzie zapewne inny, nieraz konieczna zmiana leków (choćby dlatego, że zmienia się masa ciała przyszłej mamy), ale o trwałym powrocie do zdrowia nie ma co myśleć. Nawet specyficzny, wydawałoby się przejściowy, problem: cukrzyca ciężarnych wymaga kontroli, bo chociaż zasadniczo mija po porodzie, to zazwyczaj wraca w nowej formie (cukrzyca typu 2) później. Kobiety, które miały trudności z zajściem w ciążę z powodu gruczolaka przysadki mózgowej, po porodzie wymagają zahamowania laktacji, by nie dopuścić do jego rozrostu. Podobnie jest z kobiecymi dolegliwościami: bolesne, obfite krwawienia zapewne powrócą wraz z miesiączkami, szczególnie, gdy były związane z endometriozą czy mięśniakami. Skąd zatem przekonania o leczniczym działaniu ciąży? Rzeczywiście, rzadko, ale dochodzi, do ""cudownego uzdrowienia"". W czasie porodu niektóre gruczolaki doznają wylewu i dosłownie znikają. U młodych, szczupłych kobiet poporodowe poluzowanie ujścia wewnętrznego macicy może spowodować ustąpienie kobiecych dolegliwości, ale tylko pod warunkiem, że trudności z odpływem krwi menstruacyjnej przez zbyt wąski otwór było jedyną przyczyną kłopotów. Ciąża nie wyleczy np. przewlekłych infekcji. Pomoc endokrynologa Hormony tarczycy przez całe życie warunkują nasze zdrowie i dobre samopoczucie, wpływając choćby na układ krążenia, metabolizm, stan naszych kości, układ nerwowy... (Wszystko na ten temat w tekście: Tarczyca nami rządzi). W ciąży odgrywają podwójnie",31-07-2016,"ciąży
cukrzyca
porodzie
ciąża
ciążę","ciąża
endokrynologia
choroby hormonalne
zaburzenia pracy tarczycy","zaburzenia pracy tarczycy
ciąża
hormonologia","badania medyczne
zdrowie",
1036,31727,forummedyczne.edu.pl,"Przewlekłe bóle po prawej stronie ciała- ramię, łopatka, klatka piersiowa","Dzień dobry, Jestem 28-letnim mężczyzną. Od początku tego roku zmagam się z problemem bólowym w rejonie prawej części tułowia. W połowie stycznia podczas pracy (praca biurowa) zaczęła mnie boleć prawa łopatka, po czym ból przez kilka dni się rozwinął i zaczął promieniować do ramienia, barku. Dodatkowo, zacząłem odczuwać kłucie i krótkotrwałe bóle po prawej stronie mostka. Kilka sesji u fizjoterapeutów nie przyniosło żadnego skutku. Zdecydowałem się wykonać badania rezonansem magnetycznym kręgosłupa szyjnego, piersiowego oraz prawego stawu barkowego. Jedyne nieprawidłowości jakie wykazały to lekko zniesiona lordoza szyjna oraz delikatne esowate skrzywienie kręgosłupa w odcinku piersiowym. Wykonałem również profilaktyczną gastroskopię (ponieważ cierpię na refluks), jednak nie wykazała ona niczego niepokojącego. Ból nie mijał, w związku z czym dostałem skierowanie na badanie RTG klatki piersiowej. Obraz nie wskazywał na żadne niepokojące zmiany. Kiedy ból nie ustępował przez 2 miesiące, otrzymałem skierowanie na kolejne RTG klatki piersiowej, które również nie wykazało żadnych zmian. Odbyłem konsultacje u ortopedy, pulmonologa oraz dwóch neurologów. Nikt nie potrafił postawić diagnozy. W związku z tym zostałem skierowany na tomografię klatki piersiowej, której wynik również nie budził żadnych zastrzeżeń. Po 2 miesiącach ból z dnia na dzień ból ustał. Miałem z tym spokój do końca czerwca (3 miesiące). Od końca czerwca znów odczuwam codziennie ten nieszczęsny ból. Wykonałem badanie USG jamy brzusznej, które wykazało jedynie stłuszczenie wątroby lekkiego stopnia. Ból wygląda tak, że czasem od rana go nie odczuwam, a jak już zacznie po kilku godzinach boleć, to nie przestaje do końca dnia. W nocy nie jest mocno odczuwalny i pozwala mi spać. Jednak nie ma dnia abym go nie odczuwał. Ból nie krępuje ruchów i pozwala wykonywać aktywność fizyczną. Jeżdżę na rowerze szosowym i biegam. I wariuję już od braku diagnozy i ciągłego bólu. Co może być przyczyną moich dolegliwości? Do jakiego specjalisty się udać? Jakie badania wykonać? Pozdrawiam",31-07-2019,"ból
badanie rtg klatki piersiowej
skierowanie
dnia
związku","badania rezonansem magnetycznym kręgosłupa szyjnego
kręgosłup szyjny
kręgosłup piersiowy
rehabilitacja","badania rezonansem magnetycznym kręgosłupa szyjnego
kręgosłup szyjny
rezonans magnetyczny kręgosłupa piersiowego",zagranica,
239,31729,forummedyczne.edu.pl,Jaka jest rola hormonu nadnerczy w organizmie.,"Nadnercza to mały, ale bardzo ważny gruczoł. Wytwarzane przez niego hormony decydują o właściwej gospodarce wodnej organizmu oraz wpływają na nasze emocje. Hormony nadnerczy wpływają nie tylko na metabolizm czy poziom sodu i potasu w organizmie. Bez ich udziału niemożliwy byłby rozwój niektórych cech płciowych. Mają działanie przeciwzapalne i przeciwalergiczne. Nadnercza (gruczoły nadnerczy) są parzystym gruczołem wydzielania wewnętrznego, umiejscowionym zaotrzewnowo, nad nerkami. Waga gruczołu nie przekracza 10-18 gramów. Nadnercza zbudowane są z dwóch elementów - kory i rdzenia. Pierwszy z nich stanowi ok. 80-90 proc. całego gruczołu i złożony jest z trzech warstw: kłębkowatej, pasmowatej, siatkowatej. Kora odpowiada za ""produkcję"" trzech rodzajów hormonów: - glikokortykoidy (np. kortyzol) - mineralokortykoidy (aldosteron) - hormony płciowe (w niewielkiej ilości, przede wszystkim androgeny, czyli testosteron testosteron i androsteron; odpowiadają one za prawidłowy rozwój męskich cech płciowych) Rdzeń odpowiada za wytwarzanie katecholaminy oraz adrenaliny. Ten ostatni hormon jest wydzielany nieustannie w bardzo małych ilości. Dopiero pod wpływem silnych emocji np. strachu lub gniewu jego stężenie we krwi wzrasta. Podstawowym zadaniem hormonów wytwarzanych przez nadnercza jest regulacja i utrzymanie równowagi wodno-mineralnej. Dodatkowo łagodzą dolegliwości długotrwałego stresu oraz podnoszą stężenie glukozy we krwi. Rdzeń w niedużych ilościach wytwarza również dopaminę oraz noradrenalinę. To, co najlepsze w nadnerczach - kora Wydzielane przez nadnercza hormony pełnią w organizmie człowieka szczególne zadania. To, one odpowiadają za zdenerwowanie czy gniew. Do najważniejszych wydzielanych przez nie substancji należy kortyzol oraz adrenalina. Kortyzol, czyli hormon stresu, to naturalny związek chemiczny zaliczany do naturalnych hormonów steroidowych. Charakteryzuje się tzw. dobowym rytmem wydzielania, dlatego jego stężenie jest najwyższe o godzinie 8 rano, a najniższe ok. północy. Kortyzol, w przeciwieństwie do innych hormonów steroidowych, ma wpływ na poziom glukozy we krwi. Odpowiada za jej wzrost np. w stresujących momentach. Dodatkowo ma właściwości przeciwzapalne (bardzo często wchodzi w skład silnych leków przeciwzapalnych) oraz zatrzymuje sól sól w organizmie. Uwalnia aminokwasy, przyspiesza glukoneogenezę (""przemianę"" niecukrowych substancji w glukozę), zmniejsza zużycie glukozy przez mięśnie szkieletowe oraz przyspiesza rozkład kwasów tłuszczowych. Aldosteron reguluje i utrzymuje właściwy poziom wody oraz soli mineralnych w organizmie. Oddziałuje na kanaliki nerkowe zwiększając wchłanianie soli sodowych i ogranicza ich wydalanie wraz z moczem. Decyduje również",31-07-2016,"nadnercza
kortyzol
stężenie
krwi
organizmie","hormony nadnerczy
hormony płciowe
gruczoły wydzielania wewnętrznego","glikokortykoidy
hormony płciowe
nadnercza",zagranica,
604,31733,forummedyczne.edu.pl,Czy w przypadku podejrzenia sepsy u dziecka personel karetki,Czy w przypadku podejrzenia sepsy u dziecka personel karetki pogotowia/ lekarz POZ powinien podać antybiotyk zanim trafi do szpitala? dr n. med. Marzena Zielińska Oddział Kliniczny Anestezjologii i Intensywnej Terapii Dziecięcy Uniwersytecki Szpital Kliniczny we Wrocławiu TU się można dowiedzieć,22-04-2017,"med
marzena zielińska oddział kliniczny anestezjologii
szpitala
antybiotyk
przypadku podejrzenia sepsy","diagnostyka
sepsa","szpital
sepsa
pacjent
choroba sepsy",zdrowie,"pozycja
Marzena Zielińska
Oddział Kliniczny Anestezjologii i Intensywnej Terapii Dziecięcy
Uniwersytecki Szpital Kliniczny we Wrocławiu"
911,3174,medyczka,wynik anti TPO,"Witam odebralam dzis wynik anti-TPO i wynosi 26.66 co moze oznaczac ,tsh 1.872",27-06-2017,nan,"anti-TPO
tsh","anti-TPO
antiTPO",,
534,31769,forummedyczne.edu.pl,Laparoskopowa cholecystektomia,"Operację zaczyna się wprowadzając laparoskop do portu umiejscowionym w pępku, następnie unieruchamia się i unosi pęcherzyk żółciowy szwem pojedynczym. Kolejnym krokiem jest zaklipsowanie tętnicy pęcherzykowej i drogi żółciowej oraz ich odcięcie. Najtrudniejszym etapem jest oddzielenie pęcherzyka żółciowego od wątroby. Oddzielony pęcherzyk żółciowy umieszcza się w specjalnym woreczku a następnie usuwa poprzez port w pępku",13-03-2016,"pęcherzyk żółciowy szwem pojedynczym
pępku
oddzielenie pęcherzyka żółciowego
najtrudniejszym etapem
zaklipsowanie tętnicy pęcherzykowej","laparoskop
pęcherzyk żółciowy","pęcherzyk żółciowy
zaklipsowanie tętnicy pęcherzykowej
laparoskop",zdrowie,
34,31823,forummedyczne.edu.pl,Przed ciążą -takie pytanie,"Witam Interesuje mnie następująca kwestia: Obecnie mam 32 lata. Urodziłam się jako wczesniak w 7 miesiącu ciązy.Efektem tego jest mózgowe porażenie dziecięce lewostronne objawiające się stopą końsko-szpotawą spastyczną lewą(mialam zabieg operacyjny w wieku 3 lat) i słabszym widzeniem w lewym oku.Poza tym wszystko jest w porządku. Stąd moje pytanie: Czy bedąc w przyszłości w ciąży mozliwe jest, ze moje MPD i stopa konsko-szpotawa zostaną jakoś przeniesione odziedziczone przez dziecko? bardzo proszę o odpowiedz Dziękuję z góry",15-09-2016,"stopą końsko-szpotawą spastyczną
zabieg operacyjny
mózgowe porażenie dziecięce lewostronne objawiające
miesiącu ciązy
przeniesione odziedziczone","MPD
stopa końsko-szpotawa spastyczna
stopy konsko-sz","stopa końsko-szpotawa spastyczna
mózgowe porażenie dziecięce lewostronne","ludzie
zdrowie
zagranica",
574,31829,forummedyczne.edu.pl,Problem z łupieżem,"Niestety ciągle wraca mi łupież i już stosowałem wiele różnych kremów, szamponów a nic nie pomogło mi na tyle, żeby przynajmniej kilka miesięcy jakoś bez tego łupieżu sobie poradzić. Może ktoś z Was również się z tym problemem zmagał i ma jakies sprawdzone kosmetyki, może ja ich jeszcze nie stosowałem i w końcu cos na mnie będzie w stanie zadziałać.",18-03-2020,"różnych kremów
szamponów
problemem
jakies sprawdzone kosmetyki
łupież","łupież
kosmetyki
łupież","kosmetyki
łupież
krem
kosmetyki",,
185,3184,medyczka,Ostry ból kolana.,"Witam. Jakieś dwa tygodnie temu wstałem rano i zaczęło mnie boleć kolano. To znaczy nie mogę zrobić przysiadu, bo przy zginaniu kolana, czuję jakby mi go rozsadzało od środka i z boku. Gdy mam postawioną stopę prosto i skręce się w któryś bok, to kolano boli po bokach. Natomiast nie mogę założyć nogi na nogę, to znaczy (stopa-noga), bo ból jest nie do opisania. Problem również pojawia się przy leżeniu na boku, gdy noga ta jest nad drugą nogą. Sprawa tyczy się kolana prawego. Jest to ból tak jakby kłujący, w spoczynku też pobolewa. Nie ma opuchlizny, jedynie jest ocieplenie. Byłem tydzień temu u lekarki i biorę lek Olfen dodatkowo antybiotyk Duomox, ponieważ lekarce nie podobało się moje gardło, które nie daję żadnych objawów, a jest stan zapalny. Smaruję maścią Viprosal B, niestety ból, ani trochę nie ustąpił. Dodatkowo od dwóch miesięcy utrzymuję się ból pleców na wysokości żeber, najczęściej przy nachylaniu, palący ból. Na mięśniach skośnych brzucha czuję tak jakby zakwas, lecz on też utrzymuję się powyżej 2 tygodni. Dodam, że nie trenowałem tego mięśnia, ani go nie przeciążałem. Nie wiem już co mam robić, czekam na wizytę do reumatologa na 3 stycznia, ale sam reumatolog chyba mi tutaj nie pomoże. Dodam jeszcze, że mam łojotokowe zapalenie skóry głowy, z czym nigdy nie było problemów.. Pozdrawiam.P.S. Ostatnio robiłem badanie krwi i wyniki w porządku.",02-12-2012,"ból
boku
zginaniu kolana
kolano
lek olfen","ból kolana
ból pleców
ból kręgosłupa
stan zapalny
zginanie kolan
","ból pleców
ból kręgosłupa
biomechanika
mieso skośne",zagranica,"Olfen
Duomox
P"
274,31859,forummedyczne.edu.pl,Alergia pokarmowa u dzieci i dorosłych,"Alergia pokarmowa u dzieci i dorosłych - co z tą pszenicą ? Alergia pokarmowa to zespół zjawisk klinicznych, narządowych i układowych powstałych w organizmie człowieka, które są wynikiem nieprawidłowej odpowiedzi immunologicznej ustroju na spożycie pokarmów.Istnieją główne cztery klasy białek nasion pszenicy: albuminy, globuliny, gluteniny i gliadyna. Główną przyczyną dolegliwości rozpoznawanych jako alergia na pszenicę wziewną lub kontaktową są albuminy i globuliny. Manifestacja kliniczna alergii na pszenicę zależy od mechanizmu patogenetycznego – reakcje IgE zależne, IgE niezależne mieszane – alergia powietrznopochodna, alergia pokarmowa, WDEiA, pokrzywka kontaktowa. W różnicowaniu alergii na pszenicę z chorobą trzewną ważna jest manifestacja kliniczna i wyniki badań dodatkowych. W leczeniu eliminuje się produkty zbożowe (pokarm „bezglutenowy” nie oznacza bezpszennej). Najbardziej pełnowartościowy produkt zastępczy dla pszenicy to orkisz, dobrze tolerowane są inne rodzaje zbóż jak żyto, jęczmień i gryka, które też można stosować zastępczo prof. dr hab. n. med. Mieczysława Czerwionka - Szaflarska - Klinika Pediatrii, Alergologii i Gastroenterologii Collegium Medicum im. L. Rydgiera w Bydgoszczy źródło: medumedu.pl",25-09-2016,"alergia pokarmowa
pszenicę wziewną
manifestacja kliniczna alergii
globuliny
albuminy","alergia pokarmowa
alergia powietrznopochodna
pszenica wzie","pszenica wziewna
alergia pokarmowa
choroby trzewne
pokrzywka kontaktowa",zdrowie,"Mieczysława Czerwionka - Szaflarska
Klinika Pediatrii, Alergologii i Gastroenterologii
Collegium Medicum im. L. Rydgiera
Bydgoszcz
medumedu.pl"
